Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
168,Derrick Rose,PG,29,MIN,5,0,119,29,57,0.509,7,10,0.7,22,47,0.468,0.57,6,7,0.857,1,8,9,13,2,0,8,9,71,rosede01
169,Terry Rozier,PG,23,BOS,19,19,696,108,266,0.406,51,147,0.347,57,119,0.479,0.502,46,56,0.821,8,92,100,109,24,6,22,38,313,roziete01
170,Ricky Rubio,PG,27,UTA,6,6,181,28,79,0.354,10,32,0.313,18,47,0.383,0.418,18,23,0.783,5,39,44,42,8,3,18,13,84,rubiori01
171,Domantas Sabonis,C,21,IND,7,0,166,36,62,0.581,1,7,0.143,35,55,0.636,0.589,14,18,0.778,14,18,32,5,1,2,7,22,87,sabondo01
172,Dario Šari?,PF,23,PHI,10,10,329,59,140,0.421,20,52,0.385,39,88,0.443,0.493,34,40,0.85,32,41,73,35,10,4,15,28,172,saricda01
173,Tomáš Satoranský,SG,26,WAS,6,0,60,2,13,0.154,0,3,0,2,10,0.2,0.154,3,4,0.75,5,4,9,3,0,0,3,4,7,satorto01
174,Mike Scott,PF,29,WAS,6,0,126,26,41,0.634,7,11,0.636,19,30,0.633,0.72,6,6,1,6,15,21,4,2,1,5,10,65,scottmi01
175,Pascal Siakam,PF,23,TOR,10,0,179,25,41,0.61,3,4,0.75,22,37,0.595,0.646,13,20,0.65,9,27,36,8,1,6,7,27,66,siakapa01
176,Ben Simmons,PG,21,PHI,10,10,369,61,125,0.488,0,1,0,61,124,0.492,0.488,41,58,0.707,16,78,94,77,17,8,44,34,163,simmobe01
177,Marcus Smart,SG,23,BOS,15,4,449,48,143,0.336,15,68,0.221,33,75,0.44,0.388,36,49,0.735,14,42,56,80,26,10,36,44,147,smartma01
178,J.R. Smith,SG,32,CLE,22,21,706,65,187,0.348,44,120,0.367,21,67,0.313,0.465,17,22,0.773,10,50,60,25,21,4,19,54,191,smithjr01
179,Jason Smith,C,31,WAS,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,smithja02
180,Tony Snell,SG,26,MIL,7,2,134,7,24,0.292,5,21,0.238,2,3,0.667,0.396,0,0,,1,12,13,4,3,4,3,10,19,snellto01
181,Lance Stephenson,SG,27,IND,7,0,149,30,65,0.462,8,26,0.308,22,39,0.564,0.523,5,9,0.556,3,16,19,20,2,1,9,20,73,stephla01
182,David Stockton,PG,26,UTA,2,0,6,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,1,1,0,0,0,0,1,2,stockda01
183,Caleb Swanigan,PF,20,POR,1,0,8,0,2,0,0,1,0,0,1,0,0,3,4,0.75,0,2,2,1,0,0,1,1,3,swanica01
184,Jayson Tatum,SF,19,BOS,19,19,683,123,261,0.471,23,71,0.324,100,190,0.526,0.515,82,97,0.845,10,73,83,52,23,10,41,50,351,tatumja01
185,Jeff Teague,PG,29,MIN,5,5,153,23,51,0.451,7,18,0.389,16,33,0.485,0.52,12,17,0.706,3,15,18,29,3,2,14,19,65,teaguje01
186,Jason Terry,SG,40,MIL,3,0,44,2,5,0.4,2,5,0.4,0,0,,0.6,0,0,,1,1,2,2,1,0,1,2,6,terryja01
187,Klay Thompson,SG,27,GSW,21,21,794,159,342,0.465,67,157,0.427,92,185,0.497,0.563,27,31,0.871,11,75,86,38,16,6,31,48,412,thompkl01
188,Tristan Thompson,C,26,CLE,19,11,416,49,83,0.59,0,1,0,49,82,0.598,0.59,20,27,0.741,44,68,112,11,2,8,11,26,118,thomptr01
189,Karl-Anthony Towns,C,22,MIN,5,5,170,28,60,0.467,3,11,0.273,25,49,0.51,0.492,17,23,0.739,15,52,67,11,2,5,12,14,76,townska01
190,P.J. Tucker,PF,32,HOU,17,17,569,52,108,0.481,35,75,0.467,17,33,0.515,0.644,12,18,0.667,23,88,111,22,11,13,14,46,151,tuckepj01
191,Evan Turner,SF,29,POR,3,3,87,12,33,0.364,2,7,0.286,10,26,0.385,0.394,2,2,1,5,7,12,10,3,1,6,8,28,turneev01
192,Myles Turner,C,21,IND,7,7,196,33,54,0.611,6,13,0.462,27,41,0.659,0.667,15,19,0.789,6,30,36,4,2,4,11,25,87,turnemy01
193,Ekpe Udoh,C,30,UTA,6,0,21,1,1,1,0,0,,1,1,1,1,0,4,0,1,2,3,0,0,2,1,2,2,udohek01
194,Jonas Valan?i?nas,C,25,TOR,10,9,244,58,107,0.542,2,5,0.4,56,102,0.549,0.551,28,34,0.824,30,75,105,12,4,15,19,22,146,valanjo01
195,Fred VanVleet,PG,23,TOR,6,1,114,13,39,0.333,8,28,0.286,5,11,0.455,0.436,7,8,0.875,0,10,10,13,0,0,4,8,41,vanvlfr01
196,Dwyane Wade,SG,36,MIA,5,0,127,31,70,0.443,0,4,0,31,66,0.47,0.443,21,26,0.808,3,18,21,18,7,1,11,11,83,wadedw01
197,John Wall,PG,27,WAS,6,6,234,56,127,0.441,4,21,0.19,52,106,0.491,0.457,40,47,0.851,3,31,34,69,14,8,27,16,156,walljo01
198,David West,C,37,GSW,18,0,175,27,45,0.6,1,2,0.5,26,43,0.605,0.611,4,4,1,11,26,37,32,6,10,10,23,59,westda01
199,Russell Westbrook,PG,29,OKC,6,6,235,64,161,0.398,15,42,0.357,49,119,0.412,0.444,33,40,0.825,11,61,72,45,9,0,31,21,176,westbru01
200,Derrick White,PG,23,SAS,3,0,18,3,6,0.5,1,2,0.5,2,4,0.5,0.583,0,0,,0,0,0,1,1,2,0,0,7,whitede01
201,Hassan Whiteside,C,28,MIA,5,5,77,9,20,0.45,0,0,,9,20,0.45,0.45,8,13,0.615,10,20,30,1,0,6,12,16,26,whiteha01
202,Andrew Wiggins,SF,22,MIN,5,5,164,30,68,0.441,7,21,0.333,23,47,0.489,0.493,12,20,0.6,5,21,26,10,2,2,9,14,79,wiggian01
203,Justise Winslow,PF,21,MIA,5,0,125,15,42,0.357,7,19,0.368,8,23,0.348,0.44,12,17,0.706,7,26,33,13,4,4,8,17,49,winslju01
204,Delon Wright,PG,25,TOR,10,0,215,31,68,0.456,9,21,0.429,22,47,0.468,0.522,15,16,0.938,3,19,22,23,15,9,9,10,86,wrighde01
205,Guerschon Yabusele,PF,22,BOS,12,0,48,1,9,0.111,0,6,0,1,3,0.333,0.111,2,5,0.4,3,8,11,3,2,0,0,9,4,yabusgu01
206,Joe Young,PG,25,IND,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,youngjo01
207,Nick Young,SG,32,GSW,20,2,205,16,53,0.302,14,47,0.298,2,6,0.333,0.434,6,8,0.75,1,11,12,4,1,0,2,18,52,youngni01
208,Thaddeus Young,PF,29,IND,7,7,237,36,60,0.6,2,7,0.286,34,53,0.642,0.617,5,13,0.385,22,32,54,10,12,6,7,22,79,youngth01
209,Tyler Zeller,C,28,MIL,7,3,66,4,5,0.8,0,0,,4,5,0.8,0.8,3,4,0.75,2,12,14,3,4,3,1,11,11,zellety01
210,Ante Žiži?,C,21,CLE,8,0,23,5,10,0.5,0,0,,5,10,0.5,0.5,3,6,0.5,1,5,6,1,0,1,2,2,13,zizican01
